bus_category,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seats_available
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + Seater + AC + Non-AC,18:01,06:40,00:41:00,3.3,333,13
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + Seater + AC + Non-AC,18:03,06:40,00:43:00,3.3,333,24
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,18:04,06:50,00:54:00,3.3,450,7
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,19:00,06:50,01:50:00,3.3,450,45
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,SHARMA TRANSPORTS,Sleeper + AC,19:01,07:10,02:11:00,3.2,500,19
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,SHARMA TRANSPORTS,Sleeper + AC,19:03,07:10,02:13:00,3.2,500,32
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Jabbar Travels,Sleeper + Seater + AC + Non-AC,19:04,06:00,01:04:00,3,330,5
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Jabbar Travels,Sleeper + Seater + AC + Non-AC,20:00,06:00,02:00:00,3,330,28
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,20:01,06:40,02:41:00,3.9,400,15
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,20:03,06:40,02:43:00,3.9,400,36
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,SPS Travels,Sleeper + AC,20:04,06:50,02:54:00,3.7,585,11
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,SPS Travels,Sleeper + AC,21:00,06:50,03:50:00,3.7,585,41
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Shama Sardar Travels HPM,Sleeper + AC,21:01,07:35,04:36:00,2.5,569,23
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Shama Sardar Travels HPM,Sleeper + AC,21:03,07:35,04:38:00,2.5,569,15
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + Seater + AC,21:04,06:35,03:39:00,4.1,495,32
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + Seater + AC,22:00,06:35,04:35:00,4.1,495,8
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,KMRL Kalaimakal,Sleeper + Seater + AC,22:01,06:45,04:46:00,4.6,540,19
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,KMRL Kalaimakal,Sleeper + Seater + AC,22:03,06:45,04:48:00,4.6,540,27
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Sri Krishna Travels,Sleeper + Seater + AC,22:04,06:05,04:09:00,3.3,399,12
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Sri Krishna Travels,Sleeper + Seater + AC,23:00,06:05,05:05:00,3.3,399,34
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + Seater + AC,23:01,06:45,05:46:00,3.4,525,5
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + Seater + AC,23:03,06:45,05:48:00,3.4,525,41
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,JTS Tours and Travels,Sleeper + AC,23:04,06:50,05:54:00,1.9,404,16
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,JTS Tours and Travels,Sleeper + AC,00:00,06:50,06:50:00,1.9,404,29
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Swamy Ayyappa Travels,Sleeper + AC,00:01,04:55,04:56:00,2.4,600,7
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Swamy Ayyappa Travels,Sleeper + AC,00:03,04:55,04:58:00,2.4,600,38
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,IntrCity SmartBus,Sleeper + AC,00:04,06:55,06:59:00,3.4,509,13
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,IntrCity SmartBus,Sleeper + AC,01:00,06:55,07:55:00,3.4,509,25
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,01:01,06:35,07:36:00,3.4,545,4
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,01:03,06:35,07:38:00,3.4,545,36
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,IntrCity SmartBus,Sleeper + AC,01:04,06:55,07:59:00,2.9,539,21
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,IntrCity SmartBus,Sleeper + AC,02:00,06:55,08:55:00,2.9,539,9
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Parveen Travels,Sleeper + AC,02:01,06:05,08:06:00,3.2,595,31
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Parveen Travels,Sleeper + AC,02:03,06:05,08:08:00,3.2,595,17
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,FlixBus,Sleeper + AC,02:04,07:35,09:39:00,4,5.71,42
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,FlixBus,Sleeper + AC,03:00,07:35,10:35:00,4,5.71,6
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,SRS Travels,Sleeper + AC,03:01,07:00,10:01:00,2.8,499,28
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,SRS Travels,Sleeper + AC,03:03,07:00,10:03:00,2.8,499,11
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Vetri Travels,Sleeper + AC,03:04,07:30,10:34:00,4.1,666,33
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Vetri Travels,Sleeper + AC,04:00,07:30,11:30:00,4.1,666,20
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Orange Tours And Travels,Sleeper + AC,04:01,06:05,10:06:00,2.9,600,3
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Orange Tours And Travels,Sleeper + AC,04:03,06:05,10:08:00,2.9,600,39
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,FlixBus,Sleeper + AC,04:04,07:36,11:40:00,4.9,2.68,14
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,FlixBus,Sleeper + AC,05:00,07:36,12:36:00,4.9,2.68,26
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Bharathi Travels,Sleeper + AC,05:01,06:15,11:16:00,2.8,650,10
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Bharathi Travels,Sleeper + AC,05:03,06:15,11:18:00,2.8,650,35
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + AC,05:04,07:05,12:09:00,3.4,550,18
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + AC,06:00,07:05,13:05:00,3.4,550,43
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,SKYLITE TRAVELS,Sleeper + AC,05:30,06:30,12:00:00,3.2,899,2
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,SKYLITE TRAVELS,Sleeper + AC,05:45,06:30,12:15:00,3.2,899,30
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Bharathi Travels,Sleeper + AC,06:00,05:55,11:55:00,2.4,650,16
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Bharathi Travels,Sleeper + AC,06:15,05:55,12:10:00,2.4,650,37
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + AC,06:30,06:45,13:15:00,3.4,390,22
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + AC,06:45,06:45,13:30:00,3.4,390,8
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + AC,07:00,06:50,13:50:00,3.2,585,40
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + AC,07:15,06:50,14:05:00,3.2,585,13
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + Seater + AC,07:30,06:40,14:10:00,2.9,550,24
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + Seater + AC,07:45,06:40,14:25:00,2.9,550,7
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Neelakanata Logistics ( NLS ),Sleeper + AC,08:00,06:10,14:10:00,2.8,3000,45
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Neelakanata Logistics ( NLS ),Sleeper + AC,08:15,06:10,14:25:00,2.8,3000,19
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + Seater + AC,08:30,05:46,14:16:00,1.4,500,32
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + Seater + AC,08:45,05:46,14:31:00,1.4,500,5
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,VJS Travels,Sleeper + AC,09:00,06:45,15:45:00,2.4,610,28
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,VJS Travels,Sleeper + AC,09:15,06:45,16:00:00,2.4,610,15
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + AC,09:30,06:20,15:50:00,3.4,650,36
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,NATIONAL TRAVELS NTA,Sleeper + AC,09:45,06:20,16:05:00,3.4,650,11
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + Seater + AC,10:00,06:45,16:45:00,3.3,575,41
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + Seater + AC,10:01,06:45,16:46:00,3.3,575,17
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,10:03,07:20,17:23:00,3.3,545,25
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,10:04,07:20,17:24:00,3.3,545,9
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,11:00,06:40,17:40:00,3.3,545,33
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,National travels,Sleeper + AC,11:01,06:40,17:41:00,3.3,545,20
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,VKV Travels,Sleeper + AC,11:03,05:35,16:38:00,No rating,690,4
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,VKV Travels,Sleeper + AC,11:04,05:35,16:39:00,No rating,690,38
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Krish Travels,Sleeper + Seater + AC,12:00,06:30,18:30:00,No rating,300,14
Private,Bangalore to Chennai,https://www.redbus.in/bus-tickets/bangalore-to-chennai?date=20-11-2024,Krish Travels,Sleeper + Seater + AC,12:01,06:30,18:31:00,No rating,300,27
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Poornima Tours,Sleeper + AC,12:03,03:00,15:03:00,3.2,450,12
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Poornima Tours,Sleeper + AC,12:04,03:00,15:04:00,3.2,450,42
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Gowri Shankar Travels,Sleeper + AC,13:00,03:30,16:30:00,3.6,500,6
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Gowri Shankar Travels,Sleeper + AC,13:01,03:30,16:31:00,3.6,500,31
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,National travels and logistics,Sleeper + AC,13:03,02:36,15:39:00,3.7,599,16
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,National travels and logistics,Sleeper + AC,13:04,02:36,15:40:00,3.7,599,35
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,National travels and logistics,Sleeper + Seater + AC,14:00,02:20,16:20:00,3.7,449,21
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,National travels and logistics,Sleeper + Seater + AC,14:01,02:20,16:21:00,3.7,449,8
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Manjushree Travels,Sleeper + AC,14:03,02:45,16:48:00,3.7,499,39
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Manjushree Travels,Sleeper + AC,14:04,02:45,16:49:00,3.7,499,13
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Asian Xpress,Sleeper + AC,15:00,03:00,18:00:00,4,595,26
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Asian Xpress,Sleeper + AC,15:01,03:00,18:01:00,4,595,10
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Kyros Connect,Sleeper + AC,15:03,04:15,19:18:00,3.9,599,44
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Kyros Connect,Sleeper + AC,15:04,04:15,19:19:00,3.9,599,18
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Manjushree Travels,Sleeper + AC,16:00,02:30,18:30:00,3.7,499,29
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Manjushree Travels,Sleeper + AC,16:01,02:30,18:31:00,3.7,499,7
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Sri Durgamba Travels - R No S,Sleeper + AC,16:03,02:30,18:33:00,3,300,37
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Sri Durgamba Travels - R No S,Sleeper + AC,16:04,02:30,18:34:00,3,300,22
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,KP Travels,Seater + AC,17:00,01:50,18:50:00,2.4,499,3
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,KP Travels,Seater + AC,17:01,01:50,18:51:00,2.4,499,40
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Ashwini Tours And Travels,Sleeper + AC,17:03,03:00,20:03:00,1.8,549,15
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Ashwini Tours And Travels,Sleeper + AC,17:04,03:00,20:04:00,1.8,549,28
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Ashwini Tours And Travels,Sleeper + AC,18:00,03:15,21:15:00,1.8,451,11
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Ashwini Tours And Travels,Sleeper + AC,18:01,03:15,21:16:00,1.8,451,34
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + Seater + AC,18:03,02:14,20:17:00,4.1,699,19
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + Seater + AC,18:04,02:14,20:18:00,4.1,699,5
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Poornima Tours,Sleeper + AC,19:00,03:40,22:40:00,2.5,500,43
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Poornima Tours,Sleeper + AC,19:01,03:40,22:41:00,2.5,500,17
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Poornima Tours,Sleeper + AC,19:03,02:30,21:33:00,2.5,500,30
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Poornima Tours,Sleeper + AC,19:04,02:30,21:34:00,2.5,500,9
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Manjushree Travels,Sleeper + AC,20:00,05:15,01:15:00,3.7,699,36
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Manjushree Travels,Sleeper + AC,20:01,05:15,01:16:00,3.7,699,12
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,SAAM BUS,Sleeper + Seater + AC,20:03,02:45,22:48:00,4,650,24
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,SAAM BUS,Sleeper + Seater + AC,20:04,02:45,22:49:00,4,650,6
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + AC,21:00,02:15,23:15:00,4.1,900,41
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + AC,21:01,02:15,23:16:00,4.1,900,20
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + Seater + AC,21:03,02:15,23:18:00,4.1,700,13
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + Seater + AC,21:04,02:15,23:19:00,4.1,700,24
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + AC,22:00,02:15,00:15:00,4.1,749,7
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + AC,22:01,02:15,00:16:00,4.1,749,45
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + AC,22:03,02:30,00:33:00,4.1,749,19
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + AC,22:04,02:30,00:34:00,4.1,749,32
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + AC,23:00,02:00,01:00:00,4.1,900,5
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,NS Transports,Sleeper + AC,23:01,02:00,01:01:00,4.1,900,28
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,National travels and logistics,Sleeper + AC,23:03,02:15,01:18:00,3.7,699,15
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,National travels and logistics,Sleeper + AC,23:04,02:15,01:19:00,3.7,699,36
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Bharathi Travels,Sleeper + AC,00:00,02:45,02:45:00,3.1,600,11
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Bharathi Travels,Sleeper + AC,00:01,02:45,02:46:00,3.1,600,41
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,MMK Travels,Sleeper + AC,00:03,01:09,01:12:00,4,849,17
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,MMK Travels,Sleeper + AC,00:04,01:09,01:13:00,4,849,25
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Manjushree Travels,Sleeper + AC,01:00,02:30,03:30:00,3.7,699,9
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Manjushree Travels,Sleeper + AC,01:01,02:30,03:31:00,3.7,699,33
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,SHREE ROAD LINES SRL,Sleeper + AC,01:03,02:00,03:03:00,3.4,799,20
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,SHREE ROAD LINES SRL,Sleeper + AC,01:04,02:00,03:04:00,3.4,799,4
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,SHREE ROAD LINES SRL,Sleeper + AC,02:00,02:00,04:00:00,3.4,699,38
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,SHREE ROAD LINES SRL,Sleeper + AC,02:01,02:00,04:01:00,3.4,699,14
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Sri Durgamba Travels - R No 39,Sleeper + AC,02:03,02:00,04:03:00,3,850,21
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Sri Durgamba Travels - R No 39,Sleeper + AC,02:04,02:00,04:04:00,3,850,8
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Suraj Holidays,Sleeper + Seater + AC + Non-AC,03:00,03:25,06:25:00,2,650,39
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Suraj Holidays,Sleeper + Seater + AC + Non-AC,03:01,03:25,06:26:00,2,650,13
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Suraj Holidays,Sleeper + AC,03:03,02:40,05:43:00,2,800,26
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Suraj Holidays,Sleeper + AC,03:04,02:40,05:44:00,2,800,10
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Usha Transport,Sleeper + AC,04:00,02:30,06:30:00,2.6,1788,44
Private,Bangalore to Mysore,https://www.redbus.in/bus-tickets/bangalore-to-mysore?date=20-11-2024,Usha Transport,Sleeper + AC,04:01,02:30,06:31:00,2.6,1788,18
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,November Travels,Sleeper + Seater + AC,04:03,10:15,14:18:00,4.3,600,29
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,November Travels,Sleeper + Seater + AC,04:04,10:15,14:19:00,4.3,600,7
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,Mythri Tours And Travels,Sleeper + AC,05:00,10:30,15:30:00,4.8,899,37
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,Mythri Tours And Travels,Sleeper + AC,05:01,10:30,15:31:00,4.8,899,22
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,BSR Tours And Travels,Sleeper + AC,05:03,10:17,15:20:00,4.5,1280,3
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,BSR Tours And Travels,Sleeper + AC,05:04,10:17,15:21:00,4.5,1280,40
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,AdIntrCity SmartBus,Sleeper + Seater + AC,06:00,11:10,17:10:00,4.3,599,15
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,AdIntrCity SmartBus,Sleeper + Seater + AC,05:30,11:10,16:40:00,4.3,599,28
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,Go Tour Travels and Holidays,Sleeper + AC,05:45,09:35,15:20:00,4.5,989,11
Private,Hyderabad to Bangalore,https://www.redbus.in/bus-tickets/hyderabad-to-bangalore?date=20-11-2024,Go Tour Travels and Holidays,Sleeper + AC,06:00,09:35,15:35:00,4.5,989,34
